Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
AST Consultant ,Fino-Payments-Bank,6-15yrs  ,"1,81,694",90.0,3.1,3.7,63
Assistant System Engineer ,Fino-Payments-Bank,0-4yrs  ,"2,93,178",1.6,4.1,3.7,63
Associate Consultant ,Fino-Payments-Bank,4-21yrs  ,"5,36,506",3.0,7.5,3.7,63
Senior Process Associate ,Fino-Payments-Bank,0-11yrs  ,"1,95,136",1.3,2.8,3.7,63
Software Engineer ,Fino-Payments-Bank,0-8yrs  ,"2,60,625",1.2,5.1,3.7,63
Process Associate ,Fino-Payments-Bank,0-9yrs  ,"2,03,610",1.1,3.7,3.7,63
Software Developer ,Fino-Payments-Bank,0-9yrs  ,"1,93,888",1.0,3.4,3.7,63
System Engineer Hardware ,Fino-Payments-Bank,0-6yrs  ,"1,85,371",1.2,2.5,3.7,63
System Engineer ,Luminous-Power-Technologies,0-10yrs  ,"10,33,355",5.0,14.1,3.7,63
IT Analyst ,Luminous-Power-Technologies,3-11yrs  ,"5,86,718",3.0,8.5,3.7,63
AST Consultant ,Luminous-Power-Technologies,6-15yrs  ,"3,05,143",1.5,4.5,3.7,63
Assistant System Engineer ,Luminous-Power-Technologies,0-4yrs  ,"10,33,538",6.5,14.4,3.7,63
Associate Consultant ,Luminous-Power-Technologies,4-21yrs  ,"16,07,392",10.1,22.0,3.7,63
Senior Process Associate ,Luminous-Power-Technologies,0-11yrs  ,"2,76,019",1.9,3.5,3.7,63
Software Engineer ,Luminous-Power-Technologies,0-8yrs  ,"6,06,301",3.2,8.8,3.7,63
Process Associate ,Luminous-Power-Technologies,0-9yrs  ,"3,13,848",2.3,3.6,3.7,63
Software Developer ,Luminous-Power-Technologies,0-9yrs  ,"9,33,086",4.5,12.0,3.7,63
System Engineer Hardware ,Luminous-Power-Technologies,0-6yrs  ,"3,57,665",2.5,6.0,3.7,63
System Engineer ,Gannon-Dunkerley,0-10yrs  ,"3,47,636",1.9,7.0,3.7,63
IT Analyst ,Gannon-Dunkerley,3-11yrs  ,"5,52,365",3.0,9.2,3.7,63
AST Consultant ,Gannon-Dunkerley,6-15yrs  ,"2,75,048",1.5,4.5,3.7,63
Assistant System Engineer ,Gannon-Dunkerley,0-4yrs  ,"3,61,273",2.2,6.2,3.7,63
Associate Consultant ,Gannon-Dunkerley,4-21yrs  ,"3,47,384",1.8,5.0,3.7,63
Senior Process Associate ,Gannon-Dunkerley,0-11yrs  ,"3,70,426",2.5,5.4,3.7,63
Software Engineer ,Gannon-Dunkerley,0-8yrs  ,"3,66,802",2.2,5.1,3.7,63
Process Associate ,Gannon-Dunkerley,0-9yrs  ,"2,90,808",1.5,6.0,3.7,63
Software Developer ,Gannon-Dunkerley,0-9yrs  ,"2,58,927",1.8,3.5,3.7,63
System Engineer Hardware ,Gannon-Dunkerley,0-6yrs  ,"3,55,343",2.5,4.5,3.7,63
System Engineer ,Burger-King,0-10yrs  ,"3,04,653",1.5,5.5,3.7,63
IT Analyst ,Burger-King,3-11yrs  ,"5,42,298",3.5,7.5,3.7,63
AST Consultant ,Burger-King,6-15yrs  ,"3,81,833",2.4,5.0,3.7,63
Assistant System Engineer ,Burger-King,0-4yrs  ,"1,60,535",10.0,11.2,3.7,63
Associate Consultant ,Burger-King,4-21yrs  ,"1,91,679",15.0,4.2,3.7,63
Senior Process Associate ,Burger-King,0-11yrs  ,"5,40,884",3.0,8.0,3.7,63
Software Engineer ,Burger-King,0-8yrs  ,"8,96,850",6.4,13.0,3.7,63
Process Associate ,Burger-King,0-9yrs  ,"1,15,507",10.0,2.0,3.7,63
Software Developer ,Burger-King,0-9yrs  ,"2,88,462",1.9,3.8,3.7,63
System Engineer Hardware ,Burger-King,0-6yrs  ,"5,31,348",4.0,6.6,3.7,63
System Engineer ,Ola-Electric-Mobility,0-10yrs  ,"3,24,293",2.0,5.0,3.7,63
IT Analyst ,Ola-Electric-Mobility,3-11yrs  ,"3,50,613",2.6,4.2,3.7,63
AST Consultant ,Ola-Electric-Mobility,6-15yrs  ,"22,26,376",12.5,31.0,3.7,63
Assistant System Engineer ,Ola-Electric-Mobility,0-4yrs  ,"3,52,994",2.9,4.2,3.7,63
Associate Consultant ,Ola-Electric-Mobility,4-21yrs  ,"7,65,056",4.6,12.0,3.7,63
Senior Process Associate ,Ola-Electric-Mobility,0-11yrs  ,"3,19,831",2.5,4.0,3.7,63
Software Engineer ,Ola-Electric-Mobility,0-8yrs  ,"3,88,282",3.2,4.6,3.7,63
Process Associate ,Ola-Electric-Mobility,0-9yrs  ,"7,48,167",5.2,10.0,3.7,63
Software Developer ,Ola-Electric-Mobility,0-9yrs  ,"16,03,282",9.0,23.0,3.7,63
System Engineer Hardware ,Ola-Electric-Mobility,0-6yrs  ,"2,88,886",2.7,3.2,3.7,63
System Engineer ,Shadowfax-Technologies,0-10yrs  ,"2,60,811",15.0,18.0,3.7,63
IT Analyst ,Shadowfax-Technologies,3-11yrs  ,"3,85,966",2.5,5.8,3.7,63
AST Consultant ,Shadowfax-Technologies,6-15yrs  ,"3,56,892",1.6,6.0,3.7,63
Assistant System Engineer ,Shadowfax-Technologies,0-4yrs  ,"2,05,837",10.0,6.0,3.7,63
Associate Consultant ,Shadowfax-Technologies,4-21yrs  ,"2,54,661",1.3,4.1,3.7,63
Senior Process Associate ,Shadowfax-Technologies,0-11yrs  ,"5,58,824",4.5,6.9,3.7,63
Software Engineer ,Shadowfax-Technologies,0-8yrs  ,"4,56,052",3.3,5.5,3.7,63
Process Associate ,Shadowfax-Technologies,0-9yrs  ,"5,81,345",3.7,8.5,3.7,63
Software Developer ,Shadowfax-Technologies,0-9yrs  ,"6,42,691",3.8,9.3,3.7,63
System Engineer Hardware ,Shadowfax-Technologies,0-6yrs  ,"7,37,967",3.1,9.5,3.7,63
System Engineer ,TaskUs,0-10yrs  ,"3,07,129",2.0,4.2,3.7,63
IT Analyst ,TaskUs,3-11yrs  ,"3,10,487",1.4,4.0,3.7,63
AST Consultant ,TaskUs,6-15yrs  ,"5,32,811",2.8,9.5,3.7,63
Assistant System Engineer ,TaskUs,0-4yrs  ,"3,59,032",2.5,4.6,3.7,63
Associate Consultant ,TaskUs,4-21yrs  ,"3,00,034",2.1,4.1,3.7,63
Senior Process Associate ,TaskUs,0-11yrs  ,"5,70,729",2.9,8.4,3.7,63
Software Engineer ,TaskUs,0-8yrs  ,"3,14,480",2.4,5.0,3.7,63
Process Associate ,TaskUs,0-9yrs  ,"3,18,594",2.1,4.5,3.7,63
Software Developer ,TaskUs,0-9yrs  ,"3,36,928",2.5,4.2,3.7,63
System Engineer Hardware ,TaskUs,0-6yrs  ,"10,04,625",6.0,15.0,3.7,63
System Engineer ,ECIL,0-10yrs  ,"3,59,241",1.7,6.0,3.7,63
IT Analyst ,ECIL,3-11yrs  ,"2,77,665",1.0,4.0,3.7,63
AST Consultant ,ECIL,6-15yrs  ,"2,27,245",1.0,3.2,3.7,63
Assistant System Engineer ,ECIL,0-4yrs  ,"2,77,081",1.7,3.6,3.7,63
Associate Consultant ,ECIL,4-21yrs  ,"2,69,758",1.8,3.3,3.7,63
Senior Process Associate ,ECIL,0-11yrs  ,"2,29,825",15.0,10.0,3.7,63
Software Engineer ,ECIL,0-8yrs  ,"2,61,134",1.3,4.0,3.7,63
Process Associate ,ECIL,0-9yrs  ,"2,45,174",2.0,3.0,3.7,63
Software Developer ,ECIL,0-9yrs  ,"3,09,845",2.1,4.0,3.7,63
System Engineer Hardware ,ECIL,0-6yrs  ,"2,09,568",15.0,4.2,3.7,63
System Engineer ,Newgen-Software-Technologies,0-10yrs  ,"6,44,798",3.0,12.0,3.7,63
IT Analyst ,Newgen-Software-Technologies,3-11yrs  ,"9,78,612",4.0,14.5,3.7,63
AST Consultant ,Newgen-Software-Technologies,6-15yrs  ,"6,13,203",3.5,11.5,3.7,63
Assistant System Engineer ,Newgen-Software-Technologies,0-4yrs  ,"12,89,892",4.8,20.0,3.7,63
Associate Consultant ,Newgen-Software-Technologies,4-21yrs  ,"12,73,171",8.0,17.0,3.7,63
Senior Process Associate ,Newgen-Software-Technologies,0-11yrs  ,"9,26,212",6.0,15.0,3.7,63
Software Engineer ,Newgen-Software-Technologies,0-8yrs  ,"4,27,664",3.6,5.0,3.7,63
Process Associate ,Newgen-Software-Technologies,0-9yrs  ,"9,18,856",4.2,13.0,3.7,63
Software Developer ,Newgen-Software-Technologies,0-9yrs  ,"17,81,692",9.4,21.0,3.7,63
System Engineer Hardware ,Newgen-Software-Technologies,0-6yrs  ,"19,70,496",11.3,26.5,3.7,63
System Engineer ,GAIL,0-10yrs  ,"2,71,753",2.3,3.3,3.7,63
IT Analyst ,GAIL,3-11yrs  ,"3,48,269",1.8,5.0,3.7,63
AST Consultant ,GAIL,6-15yrs  ,"2,20,869",1.1,3.5,3.7,63
Assistant System Engineer ,GAIL,0-4yrs  ,"4,50,690",2.4,6.1,3.7,63
Associate Consultant ,GAIL,4-21yrs  ,"3,43,937",2.1,4.7,3.7,63
Senior Process Associate ,GAIL,0-11yrs  ,"16,56,695",7.0,24.0,3.7,63
Software Engineer ,GAIL,0-8yrs  ,"2,41,174",15.0,3.5,3.7,63
Process Associate ,GAIL,0-9yrs  ,"16,96,351",15.0,18.1,3.7,63
Software Developer ,GAIL,0-9yrs  ,"2,54,523",1.0,3.7,3.7,63
System Engineer Hardware ,GAIL,0-6yrs  ,"2,69,197",2.6,2.8,3.7,63
System Engineer ,JW-Marriott,0-10yrs  ,"1,74,587",10.0,11.1,3.7,63
IT Analyst ,JW-Marriott,3-11yrs  ,"2,07,176",20.0,27.4,3.7,63
AST Consultant ,JW-Marriott,6-15yrs  ,"3,04,294",1.7,5.6,3.7,63
Assistant System Engineer ,JW-Marriott,0-4yrs  ,"3,30,626",20.0,5.1,3.7,63
Associate Consultant ,JW-Marriott,4-21yrs  ,"2,15,486",55.0,7.6,3.7,63
Senior Process Associate ,JW-Marriott,0-11yrs  ,"3,11,400",1.8,4.6,3.7,63
Software Engineer ,JW-Marriott,0-8yrs  ,"3,96,233",1.2,6.5,3.7,63
Process Associate ,JW-Marriott,0-9yrs  ,"3,50,759",25.0,5.4,3.7,63
Software Developer ,JW-Marriott,0-9yrs  ,"2,33,718",1.0,4.0,3.7,63
System Engineer Hardware ,JW-Marriott,0-6yrs  ,"3,77,199",1.8,7.0,3.7,63
System Engineer ,Johnson-Lifts,0-10yrs  ,"3,14,912",2.0,5.5,3.7,63
IT Analyst ,Johnson-Lifts,3-11yrs  ,"2,42,141",10.0,4.8,3.7,63
AST Consultant ,Johnson-Lifts,6-15yrs  ,"2,51,395",1.0,5.0,3.7,63
Assistant System Engineer ,Johnson-Lifts,0-4yrs  ,"2,59,824",10.0,5.0,3.7,63
Associate Consultant ,Johnson-Lifts,4-21yrs  ,"5,22,683",2.5,8.3,3.7,63
Senior Process Associate ,Johnson-Lifts,0-11yrs  ,"3,40,053",15.0,6.0,3.7,63
Software Engineer ,Johnson-Lifts,0-8yrs  ,"7,20,443",5.1,9.6,3.7,63
Process Associate ,Johnson-Lifts,0-9yrs  ,"5,64,083",3.4,7.3,3.7,63
Software Developer ,Johnson-Lifts,0-9yrs  ,"4,40,456",2.3,7.0,3.7,63
System Engineer Hardware ,Johnson-Lifts,0-6yrs  ,"6,55,785",4.0,8.5,3.7,63
System Engineer ,Zf-Rane-Automotive,0-10yrs  ,"1,54,958",10.0,2.5,3.7,63
IT Analyst ,Zf-Rane-Automotive,3-11yrs  ,"1,99,859",1.1,2.6,3.7,63
AST Consultant ,Zf-Rane-Automotive,6-15yrs  ,"2,43,926",1.0,4.5,3.7,63
Assistant System Engineer ,Zf-Rane-Automotive,0-4yrs  ,"2,07,209",1.0,4.1,3.7,63
Associate Consultant ,Zf-Rane-Automotive,4-21yrs  ,"1,90,147",1.1,3.0,3.7,63
Senior Process Associate ,Zf-Rane-Automotive,0-11yrs  ,"2,64,821",1.5,4.1,3.7,63
Software Engineer ,Zf-Rane-Automotive,0-8yrs  ,"2,09,796",1.1,4.0,3.7,63
Process Associate ,Zf-Rane-Automotive,0-9yrs  ,"1,76,469",15.0,15.2,3.7,63
Software Developer ,Zf-Rane-Automotive,0-9yrs  ,"4,80,538",3.5,6.4,3.7,63
System Engineer Hardware ,Zf-Rane-Automotive,0-6yrs  ,"2,18,956",20.0,10.1,3.7,63
System Engineer ,NEC,0-10yrs  ,"5,32,256",3.0,7.5,3.7,63
IT Analyst ,NEC,3-11yrs  ,"8,42,036",4.6,13.4,3.7,63
AST Consultant ,NEC,6-15yrs  ,"16,69,046",7.6,25.5,3.7,63
Assistant System Engineer ,NEC,0-4yrs  ,"11,72,995",5.3,18.5,3.7,63
Associate Consultant ,NEC,4-21yrs  ,"22,02,048",11.5,30.0,3.7,63
Senior Process Associate ,NEC,0-11yrs  ,"4,48,116",2.8,6.0,3.7,63
Software Engineer ,NEC,0-8yrs  ,"5,23,293",3.3,8.5,3.7,63
Process Associate ,NEC,0-9yrs  ,"8,23,166",4.8,14.1,3.7,63
Software Developer ,NEC,0-9yrs  ,"5,06,100",3.3,8.3,3.7,63
System Engineer Hardware ,NEC,0-6yrs  ,"22,94,660",9.5,26.5,3.7,63
System Engineer ,Piaggio,0-10yrs  ,"11,11,862",6.0,18.0,3.7,63
IT Analyst ,Piaggio,3-11yrs  ,"11,81,149",4.8,18.0,3.7,63
AST Consultant ,Piaggio,6-15yrs  ,"1,54,660",85.0,2.2,3.7,63
Assistant System Engineer ,Piaggio,0-4yrs  ,"3,65,500",2.0,6.0,3.7,63
Associate Consultant ,Piaggio,4-21yrs  ,"1,78,693",10.0,3.9,3.7,63
Senior Process Associate ,Piaggio,0-11yrs  ,"2,47,725",80.0,4.6,3.7,63
Software Engineer ,Piaggio,0-8yrs  ,"4,33,784",2.8,7.0,3.7,63
Process Associate ,Piaggio,0-9yrs  ,"2,16,699",1.0,3.6,3.7,63
Software Developer ,Piaggio,0-9yrs  ,"1,99,873",1.2,2.5,3.7,63
System Engineer Hardware ,Piaggio,0-6yrs  ,"2,48,511",1.7,3.3,3.7,63
System Engineer ,Nielsen,0-10yrs  ,"7,97,141",5.3,9.5,3.7,63
IT Analyst ,Nielsen,3-11yrs  ,"10,35,565",7.0,12.0,3.7,63
AST Consultant ,Nielsen,6-15yrs  ,"4,12,322",1.9,9.5,3.7,63
Assistant System Engineer ,Nielsen,0-4yrs  ,"4,75,994",1.5,10.0,3.7,63
Associate Consultant ,Nielsen,4-21yrs  ,"3,60,248",2.3,5.5,3.7,63
Senior Process Associate ,Nielsen,0-11yrs  ,"7,33,455",4.0,9.0,3.7,63
Software Engineer ,Nielsen,0-8yrs  ,"29,91,248",19.0,42.0,3.7,63
Process Associate ,Nielsen,0-9yrs  ,"15,80,827",4.5,33.0,3.7,63
Software Developer ,Nielsen,0-9yrs  ,"2,59,638",1.8,3.3,3.7,63
System Engineer Hardware ,Nielsen,0-6yrs  ,"3,51,304",2.0,5.4,3.7,63
System Engineer ,SAI-Life-Sciences,0-10yrs  ,"4,03,087",2.4,5.0,3.7,63
IT Analyst ,SAI-Life-Sciences,3-11yrs  ,"3,62,160",2.4,5.6,3.7,63
AST Consultant ,SAI-Life-Sciences,6-15yrs  ,"5,84,954",3.0,9.2,3.7,63
Assistant System Engineer ,SAI-Life-Sciences,0-4yrs  ,"8,78,057",4.5,11.7,3.7,63
Associate Consultant ,SAI-Life-Sciences,4-21yrs  ,"9,34,734",6.5,13.0,3.7,63
Senior Process Associate ,SAI-Life-Sciences,0-11yrs  ,"6,02,629",3.6,8.5,3.7,63
Software Engineer ,SAI-Life-Sciences,0-8yrs  ,"11,17,226",6.5,13.7,3.7,63
Process Associate ,SAI-Life-Sciences,0-9yrs  ,"11,56,089",7.1,14.5,3.7,63
Software Developer ,SAI-Life-Sciences,0-9yrs  ,"12,77,313",7.0,17.9,3.7,63
System Engineer Hardware ,SAI-Life-Sciences,0-6yrs  ,"3,43,911",2.5,4.8,3.7,63
System Engineer ,Oil-And-Natural-Gas-Corporation,0-10yrs  ,"24,78,552",12.0,35.0,3.7,63
IT Analyst ,Oil-And-Natural-Gas-Corporation,3-11yrs  ,"3,37,643",30.0,6.8,3.7,63
AST Consultant ,Oil-And-Natural-Gas-Corporation,6-15yrs  ,"18,24,873",14.0,21.0,3.7,63
Assistant System Engineer ,Oil-And-Natural-Gas-Corporation,0-4yrs  ,"1,49,126",10.0,3.5,3.7,63
Associate Consultant ,Oil-And-Natural-Gas-Corporation,4-21yrs  ,"1,13,759",20.0,6.0,3.7,63
Senior Process Associate ,Oil-And-Natural-Gas-Corporation,0-11yrs  ,"17,52,847",10.0,22.0,3.7,63
Software Engineer ,Oil-And-Natural-Gas-Corporation,0-8yrs  ,"1,78,921",10.0,3.0,3.7,63
Process Associate ,Oil-And-Natural-Gas-Corporation,0-9yrs  ,"3,31,262",30.0,10.0,3.7,63
Software Developer ,Oil-And-Natural-Gas-Corporation,0-9yrs  ,"5,38,565",2.2,15.0,3.7,63
System Engineer Hardware ,Oil-And-Natural-Gas-Corporation,0-6yrs  ,"1,52,288",1.0,3.2,3.7,63
System Engineer ,NeoSOFT,0-10yrs  ,"7,24,861",1.8,18.0,3.7,63
IT Analyst ,NeoSOFT,3-11yrs  ,"6,82,476",2.1,17.0,3.7,63
AST Consultant ,NeoSOFT,6-15yrs  ,"11,13,853",3.6,22.0,3.7,63
Assistant System Engineer ,NeoSOFT,0-4yrs  ,"4,21,586",2.7,7.1,3.7,63
Associate Consultant ,NeoSOFT,4-21yrs  ,"4,85,962",2.4,9.5,3.7,63
Senior Process Associate ,NeoSOFT,0-11yrs  ,"10,02,434",3.6,15.0,3.7,63
Software Engineer ,NeoSOFT,0-8yrs  ,"4,77,519",3.0,8.0,3.7,63
Process Associate ,NeoSOFT,0-9yrs  ,"5,72,818",1.8,11.0,3.7,63
Software Developer ,NeoSOFT,0-9yrs  ,"15,08,272",4.8,25.2,3.7,63
System Engineer Hardware ,NeoSOFT,0-6yrs  ,"4,11,514",2.6,6.6,3.7,63
System Engineer ,Sahara-India-Pariwar,0-10yrs  ,"2,36,105",20.0,15.0,3.7,63
IT Analyst ,Sahara-India-Pariwar,3-11yrs  ,"2,98,683",2.2,3.6,3.7,63
AST Consultant ,Sahara-India-Pariwar,6-15yrs  ,"1,90,394",1.0,3.5,3.7,63
Assistant System Engineer ,Sahara-India-Pariwar,0-4yrs  ,"1,95,296",14.0,4.4,3.7,63
Associate Consultant ,Sahara-India-Pariwar,4-21yrs  ,"2,99,409",2.7,3.5,3.7,63
Senior Process Associate ,Sahara-India-Pariwar,0-11yrs  ,"2,74,785",1.6,4.5,3.7,63
Software Engineer ,Sahara-India-Pariwar,0-8yrs  ,"3,91,354",2.8,6.0,3.7,63
Process Associate ,Sahara-India-Pariwar,0-9yrs  ,"5,76,513",3.4,8.0,3.7,63
Software Developer ,Sahara-India-Pariwar,0-9yrs  ,"2,47,451",1.1,3.6,3.7,63
System Engineer Hardware ,Sahara-India-Pariwar,0-6yrs  ,"2,01,982",1.0,3.0,3.7,63
System Engineer ,PharmEasy,0-10yrs  ,"3,05,501",25.0,5.5,3.7,63
IT Analyst ,PharmEasy,3-11yrs  ,"3,01,203",2.0,4.0,3.7,63
AST Consultant ,PharmEasy,6-15yrs  ,"2,44,813",1.3,4.5,3.7,63
Assistant System Engineer ,PharmEasy,0-4yrs  ,"3,95,839",1.8,6.4,3.7,63
Associate Consultant ,PharmEasy,4-21yrs  ,"26,08,244",18.0,33.6,3.7,63
Senior Process Associate ,PharmEasy,0-11yrs  ,"6,17,671",3.3,11.0,3.7,63
Software Engineer ,PharmEasy,0-8yrs  ,"15,88,175",5.9,24.0,3.7,63
Process Associate ,PharmEasy,0-9yrs  ,"13,46,404",5.5,21.0,3.7,63
Software Developer ,PharmEasy,0-9yrs  ,"4,53,902",2.7,5.7,3.7,63
System Engineer Hardware ,PharmEasy,0-6yrs  ,"3,37,713",2.1,4.5,3.7,63
System Engineer ,Wheelseye-Technology,0-10yrs  ,"2,64,186",1.0,4.5,3.7,63
IT Analyst ,Wheelseye-Technology,3-11yrs  ,"4,01,031",1.8,6.6,3.7,63
AST Consultant ,Wheelseye-Technology,6-15yrs  ,"2,83,854",1.1,4.2,3.7,63
Assistant System Engineer ,Wheelseye-Technology,0-4yrs  ,"3,81,822",2.6,5.3,3.7,63
Associate Consultant ,Wheelseye-Technology,4-21yrs  ,"3,89,904",2.4,5.3,3.7,63
Senior Process Associate ,Wheelseye-Technology,0-11yrs  ,"4,00,952",1.8,13.7,3.7,63
Software Engineer ,Wheelseye-Technology,0-8yrs  ,"2,64,826",2.0,4.2,3.7,63
Process Associate ,Wheelseye-Technology,0-9yrs  ,"2,69,482",2.0,3.5,3.7,63
Software Developer ,Wheelseye-Technology,0-9yrs  ,"3,06,747",2.2,4.0,3.7,63
System Engineer Hardware ,Wheelseye-Technology,0-6yrs  ,"3,82,294",2.4,6.5,3.7,63
System Engineer ,Petrofac,0-10yrs  ,"15,83,269",7.2,33.3,3.7,63
IT Analyst ,Petrofac,3-11yrs  ,"14,97,567",8.5,21.5,3.7,63
AST Consultant ,Petrofac,6-15yrs  ,"12,32,680",2.5,35.0,3.7,63
Assistant System Engineer ,Petrofac,0-4yrs  ,"21,32,638",14.5,30.0,3.7,63
Associate Consultant ,Petrofac,4-21yrs  ,"8,64,575",3.0,14.0,3.7,63
Senior Process Associate ,Petrofac,0-11yrs  ,"13,46,011",3.4,30.5,3.7,63
Software Engineer ,Petrofac,0-8yrs  ,"9,94,513",4.0,12.0,3.7,63
Process Associate ,Petrofac,0-9yrs  ,"11,35,695",6.0,17.0,3.7,63
Software Developer ,Petrofac,0-9yrs  ,"10,86,429",60.0,21.0,3.7,63
System Engineer Hardware ,Petrofac,0-6yrs  ,"16,39,508",11.0,24.5,3.7,63
System Engineer ,Bharat-Sanchar-Nigam,0-10yrs  ,"7,80,378",3.0,13.5,3.7,63
IT Analyst ,Bharat-Sanchar-Nigam,3-11yrs  ,"6,20,371",2.1,8.1,3.7,63
AST Consultant ,Bharat-Sanchar-Nigam,6-15yrs  ,"7,86,283",5.0,10.0,3.7,63
Assistant System Engineer ,Bharat-Sanchar-Nigam,0-4yrs  ,"12,68,107",6.0,20.0,3.7,63
Associate Consultant ,Bharat-Sanchar-Nigam,4-21yrs  ,"1,99,453",20.0,10.1,3.7,63
Senior Process Associate ,Bharat-Sanchar-Nigam,0-11yrs  ,"6,46,996",2.4,10.8,3.7,63
Software Engineer ,Bharat-Sanchar-Nigam,0-8yrs  ,"2,55,413",90.0,6.0,3.7,63
Process Associate ,Bharat-Sanchar-Nigam,0-9yrs  ,"3,54,224",95.0,13.2,3.7,63
Software Developer ,Bharat-Sanchar-Nigam,0-9yrs  ,"10,53,519",6.0,14.6,3.7,63
System Engineer Hardware ,Bharat-Sanchar-Nigam,0-6yrs  ,"12,26,635",8.0,25.0,3.7,63
System Engineer ,Tenneco,0-10yrs  ,"2,96,921",1.0,6.3,3.7,63
IT Analyst ,Tenneco,3-11yrs  ,"2,45,679",1.2,5.2,3.7,63
AST Consultant ,Tenneco,6-15yrs  ,"1,69,350",1.1,2.6,3.7,63
Assistant System Engineer ,Tenneco,0-4yrs  ,"1,98,445",20.0,3.0,3.7,63
Associate Consultant ,Tenneco,4-21yrs  ,"1,70,346",1.0,2.8,3.7,63
Senior Process Associate ,Tenneco,0-11yrs  ,"4,29,132",2.0,6.2,3.7,63
Software Engineer ,Tenneco,0-8yrs  ,"3,82,023",1.9,6.2,3.7,63
Process Associate ,Tenneco,0-9yrs  ,"2,35,130",1.2,5.0,3.7,63
Software Developer ,Tenneco,0-9yrs  ,"2,64,529",1.0,5.5,3.7,63
System Engineer Hardware ,Tenneco,0-6yrs  ,"2,49,749",1.8,4.4,3.7,63
System Engineer ,Vertex-Customer-Solutions,0-10yrs  ,"1,63,697",10.0,3.2,3.7,63
IT Analyst ,Vertex-Customer-Solutions,3-11yrs  ,"1,53,400",25.0,6.0,3.7,63
AST Consultant ,Vertex-Customer-Solutions,6-15yrs  ,"2,56,431",95.0,7.2,3.7,63
Assistant System Engineer ,Vertex-Customer-Solutions,0-4yrs  ,"1,40,287",10.0,2.7,3.7,63
Associate Consultant ,Vertex-Customer-Solutions,4-21yrs  ,"2,67,821",1.5,3.8,3.7,63
Senior Process Associate ,Vertex-Customer-Solutions,0-11yrs  ,"2,69,804",1.2,3.6,3.7,63
Software Engineer ,Vertex-Customer-Solutions,0-8yrs  ,"2,02,924",80.0,4.0,3.7,63
Process Associate ,Vertex-Customer-Solutions,0-9yrs  ,"1,75,842",10.0,3.2,3.7,63
Software Developer ,Vertex-Customer-Solutions,0-9yrs  ,"2,29,280",1.3,3.4,3.7,63
System Engineer Hardware ,Vertex-Customer-Solutions,0-6yrs  ,"1,55,985",95.0,2.5,3.7,63
System Engineer ,Tikona-Infinet,0-10yrs  ,"2,59,362",1.3,4.8,3.7,63
IT Analyst ,Tikona-Infinet,3-11yrs  ,"2,48,417",80.0,6.0,3.7,63
AST Consultant ,Tikona-Infinet,6-15yrs  ,"1,97,630",1.0,3.9,3.7,63
Assistant System Engineer ,Tikona-Infinet,0-4yrs  ,"2,44,827",1.1,4.3,3.7,63
Associate Consultant ,Tikona-Infinet,4-21yrs  ,"2,53,578",1.1,3.5,3.7,63
Senior Process Associate ,Tikona-Infinet,0-11yrs  ,"4,50,212",2.5,6.6,3.7,63
Software Engineer ,Tikona-Infinet,0-8yrs  ,"2,36,016",1.5,3.2,3.7,63
Process Associate ,Tikona-Infinet,0-9yrs  ,"4,08,986",2.3,6.0,3.7,63
Software Developer ,Tikona-Infinet,0-9yrs  ,"4,94,193",2.8,6.8,3.7,63
System Engineer Hardware ,Tikona-Infinet,0-6yrs  ,"2,34,917",1.7,3.1,3.7,63
System Engineer ,Intertek,0-10yrs  ,"3,66,940",1.8,7.0,3.7,63
IT Analyst ,Intertek,3-11yrs  ,"3,83,366",2.1,5.7,3.7,63
AST Consultant ,Intertek,6-15yrs  ,"3,09,866",1.4,4.5,3.7,63
Assistant System Engineer ,Intertek,0-4yrs  ,"6,42,946",4.0,10.0,3.7,63
Associate Consultant ,Intertek,4-21yrs  ,"3,34,300",2.0,5.0,3.7,63
Senior Process Associate ,Intertek,0-11yrs  ,"3,46,318",2.0,5.1,3.7,63
Software Engineer ,Intertek,0-8yrs  ,"4,43,827",3.3,6.0,3.7,63
Process Associate ,Intertek,0-9yrs  ,"3,48,543",2.5,5.5,3.7,63
Software Developer ,Intertek,0-9yrs  ,"3,38,387",2.3,5.4,3.7,63
System Engineer Hardware ,Intertek,0-6yrs  ,"3,76,488",2.6,5.0,3.7,63
System Engineer ,Wind-World,0-10yrs  ,"3,50,238",2.0,5.1,3.7,63
IT Analyst ,Wind-World,3-11yrs  ,"2,38,592",1.6,4.0,3.7,63
AST Consultant ,Wind-World,6-15yrs  ,"3,77,166",1.8,5.4,3.7,63
Assistant System Engineer ,Wind-World,0-4yrs  ,"2,53,331",1.4,4.5,3.7,63
Associate Consultant ,Wind-World,4-21yrs  ,"5,10,142",3.3,7.0,3.7,63
Senior Process Associate ,Wind-World,0-11yrs  ,"3,76,352",1.8,5.3,3.7,63
Software Engineer ,Wind-World,0-8yrs  ,"2,77,417",1.5,4.0,3.7,63
Process Associate ,Wind-World,0-9yrs  ,"10,57,699",7.0,14.4,3.7,63
Software Developer ,Wind-World,0-9yrs  ,"3,08,817",2.4,4.1,3.7,63
System Engineer Hardware ,Wind-World,0-6yrs  ,"2,53,544",1.8,3.1,3.7,63
System Engineer ,Indegene,0-10yrs  ,"6,15,451",2.7,10.0,3.7,63
IT Analyst ,Indegene,3-11yrs  ,"7,90,727",5.4,10.5,3.7,63
