Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Process Agent ,FOCUS-EDUMATICS,4-7yrs  ,"3,43,476",2.0,5.0,3.2,68
Technical Support Engineer ,FOCUS-EDUMATICS,1-5yrs  ,"2,60,522",1.8,3.5,3.2,68
Maintenance Executive ,FOCUS-EDUMATICS,4-10yrs  ,"2,43,996",1.8,3.2,3.2,68
Elevator Technician ,FOCUS-EDUMATICS,3-10yrs  ,"2,06,318",1.3,2.6,3.2,68
Junior Process Agent ,FOCUS-EDUMATICS,1-5yrs  ,"2,42,192",1.8,3.5,3.2,68
Installation Engineer ,FOCUS-EDUMATICS,1-12yrs  ,"2,42,440",1.5,3.0,3.2,68
Design Engineer ,Neel-Metal-Products,1-5yrs  ,"2,94,042",1.3,4.2,4.2,67
Senior Engineer ,Neel-Metal-Products,4-8yrs  ,"8,70,793",5.9,11.3,4.2,67
Sales Engineer ,Neel-Metal-Products,1-6yrs  ,"2,49,589",1.2,4.1,4.2,67
Senior Sales Engineer ,Neel-Metal-Products,4-13yrs  ,"3,26,242",1.6,4.8,4.2,67
Process Agent ,Neel-Metal-Products,4-7yrs  ,"2,52,194",1.5,4.1,4.2,67
Technical Support Engineer ,Neel-Metal-Products,1-5yrs  ,"3,44,792",2.4,4.5,4.2,67
Maintenance Executive ,Neel-Metal-Products,4-10yrs  ,"4,97,736",3.4,7.2,4.2,67
Elevator Technician ,Neel-Metal-Products,3-10yrs  ,"3,72,892",2.6,5.3,4.2,67
Junior Process Agent ,Neel-Metal-Products,1-5yrs  ,"1,90,970",1.0,3.0,4.2,67
Installation Engineer ,Neel-Metal-Products,1-12yrs  ,"3,79,206",3.1,4.7,4.2,67
Design Engineer ,Future-Supply-Chain-Solutions,1-5yrs  ,"1,98,204",10.0,3.7,3.5,67
Senior Engineer ,Future-Supply-Chain-Solutions,4-8yrs  ,"3,07,717",1.8,4.5,3.5,67
Sales Engineer ,Future-Supply-Chain-Solutions,1-6yrs  ,"2,06,083",85.0,4.3,3.5,67
Senior Sales Engineer ,Future-Supply-Chain-Solutions,4-13yrs  ,"3,59,379",2.0,5.4,3.5,67
Process Agent ,Future-Supply-Chain-Solutions,4-7yrs  ,"3,19,333",1.8,4.5,3.5,67
Technical Support Engineer ,Future-Supply-Chain-Solutions,1-5yrs  ,"2,88,524",2.0,3.5,3.5,67
Maintenance Executive ,Future-Supply-Chain-Solutions,4-10yrs  ,"11,54,200",7.2,14.9,3.5,67
Elevator Technician ,Future-Supply-Chain-Solutions,3-10yrs  ,"4,11,085",2.2,6.0,3.5,67
Junior Process Agent ,Future-Supply-Chain-Solutions,1-5yrs  ,"2,37,567",1.1,3.2,3.5,67
Installation Engineer ,Future-Supply-Chain-Solutions,1-12yrs  ,"2,25,357",1.0,3.0,3.5,67
Design Engineer ,ZF-Steering-Gear,1-5yrs  ,"10,91,803",1.2,18.6,3.7,67
Senior Engineer ,ZF-Steering-Gear,4-8yrs  ,"19,70,591",8.5,26.0,3.7,67
Sales Engineer ,ZF-Steering-Gear,1-6yrs  ,"2,38,421",1.4,4.2,3.7,67
Senior Sales Engineer ,ZF-Steering-Gear,4-13yrs  ,"12,47,014",7.0,18.0,3.7,67
Process Agent ,ZF-Steering-Gear,4-7yrs  ,"2,52,824",1.4,3.6,3.7,67
Technical Support Engineer ,ZF-Steering-Gear,1-5yrs  ,"1,86,953",1.0,2.8,3.7,67
Maintenance Executive ,ZF-Steering-Gear,4-10yrs  ,"2,35,973",1.5,3.6,3.7,67
Elevator Technician ,ZF-Steering-Gear,3-10yrs  ,"2,08,766",1.2,3.0,3.7,67
Junior Process Agent ,ZF-Steering-Gear,1-5yrs  ,"1,89,446",1.3,2.6,3.7,67
Installation Engineer ,ZF-Steering-Gear,1-12yrs  ,"21,97,812",15.2,28.3,3.7,67
Design Engineer ,TNQ-Technologies,1-5yrs  ,"1,97,447",1.0,3.5,4.2,67
Senior Engineer ,TNQ-Technologies,4-8yrs  ,"2,08,289",1.4,2.9,4.2,67
Sales Engineer ,TNQ-Technologies,1-6yrs  ,"1,96,913",1.0,3.3,4.2,67
Senior Sales Engineer ,TNQ-Technologies,4-13yrs  ,"1,85,234",1.0,2.8,4.2,67
Process Agent ,TNQ-Technologies,4-7yrs  ,"2,51,193",1.6,3.5,4.2,67
Technical Support Engineer ,TNQ-Technologies,1-5yrs  ,"2,65,479",2.0,3.3,4.2,67
Maintenance Executive ,TNQ-Technologies,4-10yrs  ,"1,82,286",1.0,2.8,4.2,67
Elevator Technician ,TNQ-Technologies,3-10yrs  ,"7,17,848",4.4,11.2,4.2,67
Junior Process Agent ,TNQ-Technologies,1-5yrs  ,"2,76,218",2.0,4.0,4.2,67
Installation Engineer ,TNQ-Technologies,1-12yrs  ,"4,51,468",2.5,7.5,4.2,67
Design Engineer ,Karvy-Computershare,1-5yrs  ,"1,88,542",65.0,4.1,4.1,67
Senior Engineer ,Karvy-Computershare,4-8yrs  ,"2,12,057",1.1,4.0,4.1,67
Sales Engineer ,Karvy-Computershare,1-6yrs  ,"1,81,999",95.0,4.0,4.1,67
Senior Sales Engineer ,Karvy-Computershare,4-13yrs  ,"1,57,613",1.0,2.8,4.1,67
Process Agent ,Karvy-Computershare,4-7yrs  ,"1,84,466",20.0,10.1,4.1,67
Technical Support Engineer ,Karvy-Computershare,1-5yrs  ,"1,75,440",1.0,2.6,4.1,67
Maintenance Executive ,Karvy-Computershare,4-10yrs  ,"6,00,101",3.6,10.5,4.1,67
Elevator Technician ,Karvy-Computershare,3-10yrs  ,"2,24,241",1.2,4.0,4.1,67
Junior Process Agent ,Karvy-Computershare,1-5yrs  ,"2,64,209",1.1,4.0,4.1,67
Installation Engineer ,Karvy-Computershare,1-12yrs  ,"2,41,984",1.5,3.6,4.1,67
Design Engineer ,Pernod-Ricard,1-5yrs  ,"3,74,242",1.1,6.1,3.7,67
Senior Engineer ,Pernod-Ricard,4-8yrs  ,"15,93,673",9.0,23.0,3.7,67
Sales Engineer ,Pernod-Ricard,1-6yrs  ,"8,16,567",4.5,10.5,3.7,67
Senior Sales Engineer ,Pernod-Ricard,4-13yrs  ,"15,65,686",9.9,22.0,3.7,67
Process Agent ,Pernod-Ricard,4-7yrs  ,"10,60,113",8.1,14.0,3.7,67
Technical Support Engineer ,Pernod-Ricard,1-5yrs  ,"8,45,425",4.0,11.1,3.7,67
Maintenance Executive ,Pernod-Ricard,4-10yrs  ,"5,36,677",2.1,10.0,3.7,67
Elevator Technician ,Pernod-Ricard,3-10yrs  ,"25,23,121",15.0,35.0,3.7,67
Junior Process Agent ,Pernod-Ricard,1-5yrs  ,"16,26,969",8.8,22.4,3.7,67
Installation Engineer ,Pernod-Ricard,1-12yrs  ,"7,58,357",5.5,10.0,3.7,67
Design Engineer ,Metropolis-Healthcare,1-5yrs  ,"2,61,047",1.0,4.0,4.0,66
Senior Engineer ,Metropolis-Healthcare,4-8yrs  ,"2,40,533",25.0,10.0,4.0,66
Sales Engineer ,Metropolis-Healthcare,1-6yrs  ,"2,58,338",10.0,10.1,4.0,66
Senior Sales Engineer ,Metropolis-Healthcare,4-13yrs  ,"2,47,544",40.0,10.0,4.0,66
Process Agent ,Metropolis-Healthcare,4-7yrs  ,"6,84,087",2.7,9.5,4.0,66
Technical Support Engineer ,Metropolis-Healthcare,1-5yrs  ,"3,67,129",1.8,6.0,4.0,66
Maintenance Executive ,Metropolis-Healthcare,4-10yrs  ,"4,47,787",3.1,5.0,4.0,66
Elevator Technician ,Metropolis-Healthcare,3-10yrs  ,"3,05,817",1.6,4.8,4.0,66
Junior Process Agent ,Metropolis-Healthcare,1-5yrs  ,"3,44,380",2.1,4.5,4.0,66
Installation Engineer ,Metropolis-Healthcare,1-12yrs  ,"13,70,593",10.2,16.0,4.0,66
Design Engineer ,Karvy-Stock-Broking,1-5yrs  ,"2,64,786",2.0,4.2,3.5,66
Senior Engineer ,Karvy-Stock-Broking,4-8yrs  ,"4,80,640",2.0,7.5,3.5,66
Sales Engineer ,Karvy-Stock-Broking,1-6yrs  ,"3,13,440",1.5,5.1,3.5,66
Senior Sales Engineer ,Karvy-Stock-Broking,4-13yrs  ,"2,80,136",1.4,4.7,3.5,66
Process Agent ,Karvy-Stock-Broking,4-7yrs  ,"1,92,366",1.1,3.2,3.5,66
Technical Support Engineer ,Karvy-Stock-Broking,1-5yrs  ,"2,01,217",1.2,2.7,3.5,66
Maintenance Executive ,Karvy-Stock-Broking,4-10yrs  ,"2,04,934",1.0,2.5,3.5,66
Elevator Technician ,Karvy-Stock-Broking,3-10yrs  ,"2,80,806",2.0,6.8,3.5,66
Junior Process Agent ,Karvy-Stock-Broking,1-5yrs  ,"3,65,627",2.0,6.6,3.5,66
Installation Engineer ,Karvy-Stock-Broking,1-12yrs  ,"1,91,086",1.2,3.0,3.5,66
Design Engineer ,JTEKT,1-5yrs  ,"2,06,986",1.3,3.0,3.0,66
Senior Engineer ,JTEKT,4-8yrs  ,"3,03,768",1.5,4.3,3.0,66
Sales Engineer ,JTEKT,1-6yrs  ,"6,28,901",4.0,7.8,3.0,66
Senior Sales Engineer ,JTEKT,4-13yrs  ,"3,14,447",25.0,5.0,3.0,66
Process Agent ,JTEKT,4-7yrs  ,"5,38,871",4.0,6.6,3.0,66
Technical Support Engineer ,JTEKT,1-5yrs  ,"2,50,373",1.5,3.4,3.0,66
Maintenance Executive ,JTEKT,4-10yrs  ,"2,52,464",1.5,4.2,3.0,66
Elevator Technician ,JTEKT,3-10yrs  ,"2,33,729",1.5,3.0,3.0,66
Junior Process Agent ,JTEKT,1-5yrs  ,"1,99,672",1.4,2.6,3.0,66
Installation Engineer ,JTEKT,1-12yrs  ,"10,41,072",8.4,14.0,3.0,66
Design Engineer ,HFCL,1-5yrs  ,"5,67,176",3.1,8.6,4.2,66
Senior Engineer ,HFCL,4-8yrs  ,"3,83,910",2.8,5.2,4.2,66
Sales Engineer ,HFCL,1-6yrs  ,"8,98,197",5.8,14.5,4.2,66
Senior Sales Engineer ,HFCL,4-13yrs  ,"4,80,846",2.3,6.8,4.2,66
Process Agent ,HFCL,4-7yrs  ,"3,31,431",2.1,4.2,4.2,66
Technical Support Engineer ,HFCL,1-5yrs  ,"19,20,132",15.0,22.0,4.2,66
Maintenance Executive ,HFCL,4-10yrs  ,"11,54,124",7.0,16.0,4.2,66
Elevator Technician ,HFCL,3-10yrs  ,"3,25,518",2.0,4.2,4.2,66
Junior Process Agent ,HFCL,1-5yrs  ,"11,00,000",11.0,11.0,4.2,66
Installation Engineer ,HFCL,1-12yrs  ,"2,46,625",1.8,3.1,4.2,66
Design Engineer ,Sykes-Business-Services-Of-India,1-5yrs  ,"2,96,449",1.7,4.1,3.9,66
Senior Engineer ,Sykes-Business-Services-Of-India,4-8yrs  ,"2,98,609",1.7,4.5,3.9,66
Sales Engineer ,Sykes-Business-Services-Of-India,1-6yrs  ,"3,67,652",2.5,4.3,3.9,66
Senior Sales Engineer ,Sykes-Business-Services-Of-India,4-13yrs  ,"3,45,498",2.7,4.0,3.9,66
Process Agent ,Sykes-Business-Services-Of-India,4-7yrs  ,"2,79,624",1.9,3.5,3.9,66
Technical Support Engineer ,Sykes-Business-Services-Of-India,1-5yrs  ,"2,88,772",1.7,3.5,3.9,66
Maintenance Executive ,Sykes-Business-Services-Of-India,4-10yrs  ,"2,76,735",1.7,4.0,3.9,66
Elevator Technician ,Sykes-Business-Services-Of-India,3-10yrs  ,"3,57,104",2.3,4.4,3.9,66
Junior Process Agent ,Sykes-Business-Services-Of-India,1-5yrs  ,"2,90,846",2.1,3.8,3.9,66
Installation Engineer ,Sykes-Business-Services-Of-India,1-12yrs  ,"5,01,033",2.7,7.2,3.9,66
Design Engineer ,Future-Focus-Infotech,1-5yrs  ,"2,97,325",1.5,4.0,3.6,66
Senior Engineer ,Future-Focus-Infotech,4-8yrs  ,"6,35,289",2.0,11.0,3.6,66
Sales Engineer ,Future-Focus-Infotech,1-6yrs  ,"6,29,029",2.2,10.0,3.6,66
Senior Sales Engineer ,Future-Focus-Infotech,4-13yrs  ,"8,06,099",4.5,14.5,3.6,66
Process Agent ,Future-Focus-Infotech,4-7yrs  ,"2,80,338",1.3,5.0,3.6,66
Technical Support Engineer ,Future-Focus-Infotech,1-5yrs  ,"8,47,381",4.0,15.0,3.6,66
Maintenance Executive ,Future-Focus-Infotech,4-10yrs  ,"3,81,706",2.0,7.0,3.6,66
Elevator Technician ,Future-Focus-Infotech,3-10yrs  ,"2,28,864",1.6,3.6,3.6,66
Junior Process Agent ,Future-Focus-Infotech,1-5yrs  ,"2,92,309",1.7,3.6,3.6,66
Installation Engineer ,Future-Focus-Infotech,1-12yrs  ,"5,64,461",3.0,7.5,3.6,66
Design Engineer ,Meril,1-5yrs  ,"7,47,068",4.1,12.0,2.9,65
Senior Engineer ,Meril,4-8yrs  ,"5,48,800",3.1,8.0,2.9,65
Sales Engineer ,Meril,1-6yrs  ,"2,13,606",1.0,3.0,2.9,65
Senior Sales Engineer ,Meril,4-13yrs  ,"4,72,094",2.5,7.5,2.9,65
Process Agent ,Meril,4-7yrs  ,"2,20,525",1.4,3.0,2.9,65
Technical Support Engineer ,Meril,1-5yrs  ,"14,74,868",7.7,23.0,2.9,65
Maintenance Executive ,Meril,4-10yrs  ,"3,47,760",2.4,4.8,2.9,65
Elevator Technician ,Meril,3-10yrs  ,"1,66,128",1.0,2.5,2.9,65
Junior Process Agent ,Meril,1-5yrs  ,"4,13,817",2.4,5.9,2.9,65
Installation Engineer ,Meril,1-12yrs  ,"10,60,950",6.0,15.0,2.9,65
Design Engineer ,Kinara-Capital,1-5yrs  ,"5,05,941",3.3,5.8,4.3,65
Senior Engineer ,Kinara-Capital,4-8yrs  ,"2,82,417",2.0,3.6,4.3,65
Sales Engineer ,Kinara-Capital,1-6yrs  ,"2,90,470",2.2,3.8,4.3,65
Senior Sales Engineer ,Kinara-Capital,4-13yrs  ,"2,58,601",1.8,3.5,4.3,65
Process Agent ,Kinara-Capital,4-7yrs  ,"4,07,616",3.2,5.2,4.3,65
Technical Support Engineer ,Kinara-Capital,1-5yrs  ,"2,96,611",2.4,3.6,4.3,65
Maintenance Executive ,Kinara-Capital,4-10yrs  ,"4,73,436",3.3,5.5,4.3,65
Elevator Technician ,Kinara-Capital,3-10yrs  ,"2,36,905",1.7,3.2,4.3,65
Junior Process Agent ,Kinara-Capital,1-5yrs  ,"3,23,300",2.6,3.9,4.3,65
Installation Engineer ,Kinara-Capital,1-12yrs  ,"3,14,429",2.6,3.5,4.3,65
Design Engineer ,Centum-Electronics,1-5yrs  ,"2,38,169",75.0,3.5,2.8,65
Senior Engineer ,Centum-Electronics,4-8yrs  ,"2,68,729",1.5,3.3,2.8,65
Sales Engineer ,Centum-Electronics,1-6yrs  ,"3,38,064",2.2,4.0,2.8,65
Senior Sales Engineer ,Centum-Electronics,4-13yrs  ,"2,26,980",1.0,3.5,2.8,65
Process Agent ,Centum-Electronics,4-7yrs  ,"2,05,275",1.1,3.0,2.8,65
Technical Support Engineer ,Centum-Electronics,1-5yrs  ,"8,32,874",5.5,11.0,2.8,65
Maintenance Executive ,Centum-Electronics,4-10yrs  ,"2,03,787",1.0,2.5,2.8,65
Elevator Technician ,Centum-Electronics,3-10yrs  ,"1,94,039",1.1,3.2,2.8,65
Junior Process Agent ,Centum-Electronics,1-5yrs  ,"2,27,742",1.3,2.7,2.8,65
Installation Engineer ,Centum-Electronics,1-12yrs  ,"4,53,172",2.8,7.2,2.8,65
Design Engineer ,Panacea-Biotec,1-5yrs  ,"3,86,384",1.1,6.2,4.3,65
Senior Engineer ,Panacea-Biotec,4-8yrs  ,"2,89,332",1.0,4.3,4.3,65
Sales Engineer ,Panacea-Biotec,1-6yrs  ,"5,53,782",3.7,9.7,4.3,65
Senior Sales Engineer ,Panacea-Biotec,4-13yrs  ,"6,44,757",4.0,9.8,4.3,65
Process Agent ,Panacea-Biotec,4-7yrs  ,"3,58,244",1.4,4.6,4.3,65
Technical Support Engineer ,Panacea-Biotec,1-5yrs  ,"3,39,803",1.6,5.0,4.3,65
Maintenance Executive ,Panacea-Biotec,4-10yrs  ,"1,90,846",1.7,2.3,4.3,65
Elevator Technician ,Panacea-Biotec,3-10yrs  ,"5,42,640",4.0,7.5,4.3,65
Junior Process Agent ,Panacea-Biotec,1-5yrs  ,"8,93,819",5.9,10.5,4.3,65
Installation Engineer ,Panacea-Biotec,1-12yrs  ,"2,32,368",1.7,3.8,4.3,65
Design Engineer ,Incedo,1-5yrs  ,"15,52,292",4.5,26.0,4.3,65
Senior Engineer ,Incedo,4-8yrs  ,"8,19,856",3.4,18.0,4.3,65
Sales Engineer ,Incedo,1-6yrs  ,"21,41,308",8.5,33.0,4.3,65
Senior Sales Engineer ,Incedo,4-13yrs  ,"25,19,153",11.0,37.0,4.3,65
Process Agent ,Incedo,4-7yrs  ,"14,41,072",6.5,21.3,4.3,65
Technical Support Engineer ,Incedo,1-5yrs  ,"5,71,762",3.7,8.5,4.3,65
Maintenance Executive ,Incedo,4-10yrs  ,"6,64,118",3.7,9.1,4.3,65
Elevator Technician ,Incedo,3-10yrs  ,"30,76,401",16.0,40.0,4.3,65
Junior Process Agent ,Incedo,1-5yrs  ,"19,19,955",8.9,27.4,4.3,65
Installation Engineer ,Incedo,1-12yrs  ,"4,42,864",3.4,5.6,4.3,65
Design Engineer ,Uber,1-5yrs  ,"57,04,856",20.0,1.8,4.1,65
Senior Engineer ,Uber,4-8yrs  ,"3,06,869",1.1,7.0,4.1,65
Sales Engineer ,Uber,1-6yrs  ,"2,48,058",1.7,4.0,4.1,65
Senior Sales Engineer ,Uber,4-13yrs  ,"93,48,176",27.0,2.0,4.1,65
Process Agent ,Uber,4-7yrs  ,"4,65,856",2.3,10.0,4.1,65
Technical Support Engineer ,Uber,1-5yrs  ,"2,99,839",2.0,5.0,4.1,65
Maintenance Executive ,Uber,4-10yrs  ,"50,56,030",20.0,1.0,4.1,65
Elevator Technician ,Uber,3-10yrs  ,"3,99,274",2.2,7.0,4.1,65
Junior Process Agent ,Uber,1-5yrs  ,"3,60,297",2.2,6.0,4.1,65
Installation Engineer ,Uber,1-12yrs  ,"12,56,669",6.0,22.0,4.1,65
Design Engineer ,Bank-of-India,1-5yrs  ,"8,65,630",3.0,13.5,3.8,64
Senior Engineer ,Bank-of-India,4-8yrs  ,"12,15,324",5.0,22.0,3.8,64
Sales Engineer ,Bank-of-India,1-6yrs  ,"23,83,966",10.0,40.0,3.8,64
Senior Sales Engineer ,Bank-of-India,4-13yrs  ,"11,57,725",6.0,15.0,3.8,64
Process Agent ,Bank-of-India,4-7yrs  ,"3,23,788",10.0,12.2,3.8,64
Technical Support Engineer ,Bank-of-India,1-5yrs  ,"7,43,386",3.1,11.8,3.8,64
Maintenance Executive ,Bank-of-India,4-10yrs  ,"16,43,532",8.5,25.0,3.8,64
Elevator Technician ,Bank-of-India,3-10yrs  ,"4,69,799",1.5,7.0,3.8,64
Junior Process Agent ,Bank-of-India,1-5yrs  ,"7,25,000",4.3,10.3,3.8,64
Installation Engineer ,Bank-of-India,1-12yrs  ,"15,86,009",40.0,1.0,3.8,64
Design Engineer ,Happiest-Minds-Technologies,1-5yrs  ,"9,49,508",3.7,22.0,4.3,64
Senior Engineer ,Happiest-Minds-Technologies,4-8yrs  ,"19,07,058",6.1,37.5,4.3,64
Sales Engineer ,Happiest-Minds-Technologies,1-6yrs  ,"16,43,212",7.0,25.0,4.3,64
Senior Sales Engineer ,Happiest-Minds-Technologies,4-13yrs  ,"5,34,576",3.0,9.0,4.3,64
Process Agent ,Happiest-Minds-Technologies,4-7yrs  ,"8,06,230",4.5,15.0,4.3,64
Technical Support Engineer ,Happiest-Minds-Technologies,1-5yrs  ,"8,27,195",5.0,15.0,4.3,64
Maintenance Executive ,Happiest-Minds-Technologies,4-10yrs  ,"21,48,108",12.0,33.5,4.3,64
Elevator Technician ,Happiest-Minds-Technologies,3-10yrs  ,"5,76,111",3.5,9.0,4.3,64
Junior Process Agent ,Happiest-Minds-Technologies,1-5yrs  ,"12,59,421",6.9,18.0,4.3,64
Installation Engineer ,Happiest-Minds-Technologies,1-12yrs  ,"5,70,356",2.8,12.1,4.3,64
Design Engineer ,Greaves-Cotton,1-5yrs  ,"3,50,024",1.8,5.1,3.5,64
Senior Engineer ,Greaves-Cotton,4-8yrs  ,"3,62,278",1.7,4.9,3.5,64
Sales Engineer ,Greaves-Cotton,1-6yrs  ,"4,48,206",1.2,7.5,3.5,64
Senior Sales Engineer ,Greaves-Cotton,4-13yrs  ,"10,07,026",6.2,13.0,3.5,64
Process Agent ,Greaves-Cotton,4-7yrs  ,"22,07,472",12.1,32.5,3.5,64
Technical Support Engineer ,Greaves-Cotton,1-5yrs  ,"2,73,411",1.8,4.3,3.5,64
Maintenance Executive ,Greaves-Cotton,4-10yrs  ,"3,12,069",1.5,5.3,3.5,64
Elevator Technician ,Greaves-Cotton,3-10yrs  ,"5,79,259",4.0,7.5,3.5,64
Junior Process Agent ,Greaves-Cotton,1-5yrs  ,"9,36,333",7.0,12.6,3.5,64
Installation Engineer ,Greaves-Cotton,1-12yrs  ,"2,15,858",1.4,3.6,3.5,64
Design Engineer ,Birla-Corporation,1-5yrs  ,"12,55,993",7.0,16.8,3.8,64
Senior Engineer ,Birla-Corporation,4-8yrs  ,"3,34,540",1.8,5.0,3.8,64
Sales Engineer ,Birla-Corporation,1-6yrs  ,"4,67,913",2.0,8.2,3.8,64
Senior Sales Engineer ,Birla-Corporation,4-13yrs  ,"7,47,111",4.4,10.0,3.8,64
Process Agent ,Birla-Corporation,4-7yrs  ,"2,96,669",1.5,4.9,3.8,64
Technical Support Engineer ,Birla-Corporation,1-5yrs  ,"3,24,469",2.0,5.0,3.8,64
Maintenance Executive ,Birla-Corporation,4-10yrs  ,"26,19,243",17.0,35.0,3.8,64
Elevator Technician ,Birla-Corporation,3-10yrs  ,"4,21,964",2.8,5.5,3.8,64
Junior Process Agent ,Birla-Corporation,1-5yrs  ,"4,31,166",2.6,6.4,3.8,64
Installation Engineer ,Birla-Corporation,1-12yrs  ,"3,11,037",1.8,4.0,3.8,64
Design Engineer ,KEI-Industries,1-5yrs  ,"6,39,851",4.1,9.0,4.6,64
Senior Engineer ,KEI-Industries,4-8yrs  ,"4,74,409",2.2,7.0,4.6,64
Sales Engineer ,KEI-Industries,1-6yrs  ,"10,30,270",7.2,14.0,4.6,64
Senior Sales Engineer ,KEI-Industries,4-13yrs  ,"8,73,416",6.0,11.0,4.6,64
Process Agent ,KEI-Industries,4-7yrs  ,"4,49,514",3.0,6.6,4.6,64
Technical Support Engineer ,KEI-Industries,1-5yrs  ,"5,63,354",3.8,7.8,4.6,64
Maintenance Executive ,KEI-Industries,4-10yrs  ,"14,32,295",7.1,22.0,4.6,64
Elevator Technician ,KEI-Industries,3-10yrs  ,"4,45,175",2.9,5.8,4.6,64
Junior Process Agent ,KEI-Industries,1-5yrs  ,"4,55,338",3.2,6.6,4.6,64
Installation Engineer ,KEI-Industries,1-12yrs  ,"4,21,492",2.6,6.1,4.6,64
Design Engineer ,KIMS-Hospital,1-5yrs  ,"2,28,109",10.0,18.0,4.3,64
Senior Engineer ,KIMS-Hospital,4-8yrs  ,"2,40,265",1.4,4.3,4.3,64
Sales Engineer ,KIMS-Hospital,1-6yrs  ,"3,97,016",40.0,8.2,4.3,64
Senior Sales Engineer ,KIMS-Hospital,4-13yrs  ,"1,62,964",15.0,3.0,4.3,64
Process Agent ,KIMS-Hospital,4-7yrs  ,"2,42,753",1.1,4.5,4.3,64
Technical Support Engineer ,KIMS-Hospital,1-5yrs  ,"97,931",15.0,2.3,4.3,64
Maintenance Executive ,KIMS-Hospital,4-10yrs  ,"1,69,483",15.0,3.7,4.3,64
Elevator Technician ,KIMS-Hospital,3-10yrs  ,"2,28,704",1.5,3.3,4.3,64
Junior Process Agent ,KIMS-Hospital,1-5yrs  ,"1,60,036",15.0,4.0,4.3,64
Installation Engineer ,KIMS-Hospital,1-12yrs  ,"2,30,923",15.0,4.0,4.3,64
Design Engineer ,GAMMON-INDIA,1-5yrs  ,"3,88,391",2.0,6.0,4.6,64
Senior Engineer ,GAMMON-INDIA,4-8yrs  ,"10,64,657",7.7,14.0,4.6,64
Sales Engineer ,GAMMON-INDIA,1-6yrs  ,"3,86,215",2.5,5.0,4.6,64
Senior Sales Engineer ,GAMMON-INDIA,4-13yrs  ,"2,57,517",1.5,5.0,4.6,64
Process Agent ,GAMMON-INDIA,4-7yrs  ,"3,93,068",2.0,6.3,4.6,64
Technical Support Engineer ,GAMMON-INDIA,1-5yrs  ,"3,21,207",1.7,5.3,4.6,64
Maintenance Executive ,GAMMON-INDIA,4-10yrs  ,"2,98,156",2.2,4.0,4.6,64
Elevator Technician ,GAMMON-INDIA,3-10yrs  ,"15,57,407",12.0,24.0,4.6,64
Junior Process Agent ,GAMMON-INDIA,1-5yrs  ,"4,03,889",2.3,6.0,4.6,64
Installation Engineer ,GAMMON-INDIA,1-12yrs  ,"6,03,182",4.7,8.2,4.6,64
Design Engineer ,Troikaa-Pharmaceuticals,1-5yrs  ,"3,34,846",1.5,4.5,4.2,63
Senior Engineer ,Troikaa-Pharmaceuticals,4-8yrs  ,"2,64,355",1.3,4.0,4.2,63
Sales Engineer ,Troikaa-Pharmaceuticals,1-6yrs  ,"3,88,105",2.0,5.4,4.2,63
Senior Sales Engineer ,Troikaa-Pharmaceuticals,4-13yrs  ,"6,57,484",3.3,8.3,4.2,63
Process Agent ,Troikaa-Pharmaceuticals,4-7yrs  ,"4,67,668",3.0,5.8,4.2,63
Technical Support Engineer ,Troikaa-Pharmaceuticals,1-5yrs  ,"3,03,682",2.0,4.0,4.2,63
Maintenance Executive ,Troikaa-Pharmaceuticals,4-10yrs  ,"5,90,285",4.0,7.2,4.2,63
Elevator Technician ,Troikaa-Pharmaceuticals,3-10yrs  ,"8,83,211",5.5,11.0,4.2,63
Junior Process Agent ,Troikaa-Pharmaceuticals,1-5yrs  ,"2,22,844",1.5,3.1,4.2,63
Installation Engineer ,Troikaa-Pharmaceuticals,1-12yrs  ,"3,41,667",2.9,4.3,4.2,63
Design Engineer ,Qualcomm,1-5yrs  ,"19,31,372",4.0,38.0,4.5,63
Senior Engineer ,Qualcomm,4-8yrs  ,"26,81,654",8.0,48.1,4.5,63
Sales Engineer ,Qualcomm,1-6yrs  ,"27,93,573",4.5,45.0,4.5,63
Senior Sales Engineer ,Qualcomm,4-13yrs  ,"36,92,386",19.0,60.0,4.5,63
Process Agent ,Qualcomm,4-7yrs  ,"48,06,539",18.1,96.0,4.5,63
Technical Support Engineer ,Qualcomm,1-5yrs  ,"20,51,399",12.6,33.0,4.5,63
Maintenance Executive ,Qualcomm,4-10yrs  ,"16,41,456",7.0,25.0,4.5,63
Elevator Technician ,Qualcomm,3-10yrs  ,"9,71,909",3.2,17.1,4.5,63
Junior Process Agent ,Qualcomm,1-5yrs  ,"17,14,580",7.5,25.0,4.5,63
Installation Engineer ,Qualcomm,1-12yrs  ,"16,93,140",8.3,25.0,4.5,63
Design Engineer ,Evision-Technoserve,1-5yrs  ,"1,50,024",1.0,3.0,3.9,63
Senior Engineer ,Evision-Technoserve,4-8yrs  ,"2,86,667",2.0,4.5,3.9,63
Sales Engineer ,Evision-Technoserve,1-6yrs  ,"2,62,143",2.3,3.0,3.9,63
Senior Sales Engineer ,Evision-Technoserve,4-13yrs  ,"2,14,286",1.8,2.5,3.9,63
Process Agent ,Evision-Technoserve,4-7yrs  ,"2,27,000",2.0,2.8,3.9,63
Technical Support Engineer ,Evision-Technoserve,1-5yrs  ,"3,48,000",2.9,4.0,3.9,63
