Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Executive Production ,Thermo-Fisher-Scientific,5-13yrs  ,"3,75,531",3.0,5.1,3.9,73
QC Officer ,Thermo-Fisher-Scientific,1-6yrs  ,"14,79,109",7.7,22.1,3.9,73
Scientist 1 ,Thermo-Fisher-Scientific,2-6yrs  ,"13,50,180",10.0,15.0,3.9,73
Deputy Manager ,Thermo-Fisher-Scientific,8-16yrs  ,"14,39,992",8.8,18.0,3.9,73
Junior Production Officer ,Thermo-Fisher-Scientific,1-3yrs  ,"5,60,700",4.0,7.3,3.9,73
Process Engineer ,Thermo-Fisher-Scientific,1-7yrs  ,"5,47,220",1.8,10.6,3.9,73
EHS Officer ,Thermo-Fisher-Scientific,1-7yrs  ,"7,75,094",3.6,13.3,3.9,73
Officer ,House-Of-Anita-Dongre,1-7yrs  ,"2,94,158",1.5,4.5,3.6,73
Junior Officer ,House-Of-Anita-Dongre,1-5yrs  ,"2,12,695",1.3,3.5,3.6,73
Production Officer ,House-Of-Anita-Dongre,1-6yrs  ,"5,42,216",2.1,7.5,3.6,73
Executive Production ,House-Of-Anita-Dongre,5-13yrs  ,"5,64,962",3.0,8.6,3.6,73
QC Officer ,House-Of-Anita-Dongre,1-6yrs  ,"8,44,840",6.4,11.0,3.6,73
Scientist 1 ,House-Of-Anita-Dongre,2-6yrs  ,"3,67,246",2.3,6.0,3.6,73
Deputy Manager ,House-Of-Anita-Dongre,8-16yrs  ,"9,21,402",6.5,12.6,3.6,73
Junior Production Officer ,House-Of-Anita-Dongre,1-3yrs  ,"2,44,319",1.2,3.2,3.6,73
Process Engineer ,House-Of-Anita-Dongre,1-7yrs  ,"3,12,870",2.1,5.0,3.6,73
EHS Officer ,House-Of-Anita-Dongre,1-7yrs  ,"4,39,455",3.0,6.6,3.6,73
Officer ,Hi-Tech-Gears,1-7yrs  ,"2,96,007",1.2,5.2,4.3,72
Junior Officer ,Hi-Tech-Gears,1-5yrs  ,"2,46,443",1.4,3.3,4.3,72
Production Officer ,Hi-Tech-Gears,1-6yrs  ,"5,81,080",4.0,8.3,4.3,72
Executive Production ,Hi-Tech-Gears,5-13yrs  ,"2,05,864",1.1,3.0,4.3,72
QC Officer ,Hi-Tech-Gears,1-6yrs  ,"2,81,804",1.7,3.8,4.3,72
Scientist 1 ,Hi-Tech-Gears,2-6yrs  ,"2,92,101",1.1,4.8,4.3,72
Deputy Manager ,Hi-Tech-Gears,8-16yrs  ,"3,69,950",1.2,5.1,4.3,72
Junior Production Officer ,Hi-Tech-Gears,1-3yrs  ,"3,05,060",1.8,4.8,4.3,72
Process Engineer ,Hi-Tech-Gears,1-7yrs  ,"2,47,342",95.0,5.0,4.3,72
EHS Officer ,Hi-Tech-Gears,1-7yrs  ,"2,52,369",1.5,4.3,4.3,72
Officer ,Chandigarh-University,1-7yrs  ,"6,04,854",1.0,12.1,3.7,72
Junior Officer ,Chandigarh-University,1-5yrs  ,"4,08,950",2.1,5.3,3.7,72
Production Officer ,Chandigarh-University,1-6yrs  ,"9,98,314",5.7,15.0,3.7,72
Executive Production ,Chandigarh-University,5-13yrs  ,"3,37,275",2.0,4.0,3.7,72
QC Officer ,Chandigarh-University,1-6yrs  ,"3,44,442",2.4,5.0,3.7,72
Scientist 1 ,Chandigarh-University,2-6yrs  ,"12,50,917",7.2,21.0,3.7,72
Deputy Manager ,Chandigarh-University,8-16yrs  ,"1,59,360",1.0,2.2,3.7,72
Junior Production Officer ,Chandigarh-University,1-3yrs  ,"2,93,600",2.0,4.2,3.7,72
Process Engineer ,Chandigarh-University,1-7yrs  ,"3,66,522",3.1,4.2,3.7,72
EHS Officer ,Chandigarh-University,1-7yrs  ,"1,36,364",25.0,2.2,3.7,72
Officer ,Travel-Food-Services,1-7yrs  ,"1,66,613",10.0,3.2,4.2,72
Junior Officer ,Travel-Food-Services,1-5yrs  ,"2,72,290",1.4,4.3,4.2,72
Production Officer ,Travel-Food-Services,1-6yrs  ,"1,61,154",15.0,2.6,4.2,72
Executive Production ,Travel-Food-Services,5-13yrs  ,"1,45,400",15.0,2.4,4.2,72
QC Officer ,Travel-Food-Services,1-6yrs  ,"2,14,677",1.5,3.2,4.2,72
Scientist 1 ,Travel-Food-Services,2-6yrs  ,"5,03,696",4.0,6.5,4.2,72
Deputy Manager ,Travel-Food-Services,8-16yrs  ,"4,46,667",3.6,6.0,4.2,72
Junior Production Officer ,Travel-Food-Services,1-3yrs  ,"2,15,952",70.0,3.3,4.2,72
Process Engineer ,Travel-Food-Services,1-7yrs  ,"3,30,476",1.9,4.5,4.2,72
EHS Officer ,Travel-Food-Services,1-7yrs  ,"2,56,905",1.8,3.2,4.2,72
Officer ,Kantar,1-7yrs  ,"8,55,287",6.8,10.0,4.3,72
Junior Officer ,Kantar,1-5yrs  ,"6,93,832",2.8,10.0,4.3,72
Production Officer ,Kantar,1-6yrs  ,"11,03,860",7.0,14.0,4.3,72
Executive Production ,Kantar,5-13yrs  ,"4,36,531",3.7,5.6,4.3,72
QC Officer ,Kantar,1-6yrs  ,"7,12,721",6.4,7.6,4.3,72
Scientist 1 ,Kantar,2-6yrs  ,"13,42,212",9.0,15.5,4.3,72
Deputy Manager ,Kantar,8-16yrs  ,"7,73,540",4.5,10.0,4.3,72
Junior Production Officer ,Kantar,1-3yrs  ,"4,97,778",3.0,7.2,4.3,72
Process Engineer ,Kantar,1-7yrs  ,"5,70,167",3.5,7.7,4.3,72
EHS Officer ,Kantar,1-7yrs  ,"4,33,814",3.5,5.0,4.3,72
Officer ,Nlb-Services,1-7yrs  ,"3,90,045",2.2,5.5,4.0,72
Junior Officer ,Nlb-Services,1-5yrs  ,"4,49,380",2.6,6.3,4.0,72
Production Officer ,Nlb-Services,1-6yrs  ,"3,50,587",2.2,6.0,4.0,72
Executive Production ,Nlb-Services,5-13yrs  ,"3,74,905",2.2,5.4,4.0,72
QC Officer ,Nlb-Services,1-6yrs  ,"6,62,617",4.0,10.0,4.0,72
Scientist 1 ,Nlb-Services,2-6yrs  ,"4,92,355",3.0,7.6,4.0,72
Deputy Manager ,Nlb-Services,8-16yrs  ,"3,33,798",2.5,4.5,4.0,72
Junior Production Officer ,Nlb-Services,1-3yrs  ,"3,72,959",2.0,5.0,4.0,72
Process Engineer ,Nlb-Services,1-7yrs  ,"5,53,679",3.0,8.0,4.0,72
EHS Officer ,Nlb-Services,1-7yrs  ,"3,77,945",2.8,6.6,4.0,72
Officer ,Neuland-Laboratories,1-7yrs  ,"3,47,574",2.1,4.9,3.9,71
Junior Officer ,Neuland-Laboratories,1-5yrs  ,"4,22,198",3.0,5.3,3.9,71
Production Officer ,Neuland-Laboratories,1-6yrs  ,"4,26,755",3.0,5.5,3.9,71
Executive Production ,Neuland-Laboratories,5-13yrs  ,"5,68,560",3.6,7.3,3.9,71
QC Officer ,Neuland-Laboratories,1-6yrs  ,"3,18,821",1.9,4.2,3.9,71
Scientist 1 ,Neuland-Laboratories,2-6yrs  ,"2,94,236",2.0,3.9,3.9,71
Deputy Manager ,Neuland-Laboratories,8-16yrs  ,"10,24,665",5.4,15.2,3.9,71
Junior Production Officer ,Neuland-Laboratories,1-3yrs  ,"4,25,182",3.5,5.0,3.9,71
Process Engineer ,Neuland-Laboratories,1-7yrs  ,"3,21,843",2.4,3.7,3.9,71
EHS Officer ,Neuland-Laboratories,1-7yrs  ,"3,32,241",2.6,4.1,3.9,71
Officer ,ATS-Infrastructure,1-7yrs  ,"5,60,816",3.5,7.5,4.3,71
Junior Officer ,ATS-Infrastructure,1-5yrs  ,"3,54,719",2.4,4.4,4.3,71
Production Officer ,ATS-Infrastructure,1-6yrs  ,"7,01,071",5.0,9.0,4.3,71
Executive Production ,ATS-Infrastructure,5-13yrs  ,"6,90,382",5.4,8.4,4.3,71
QC Officer ,ATS-Infrastructure,1-6yrs  ,"8,82,796",7.0,12.0,4.3,71
Scientist 1 ,ATS-Infrastructure,2-6yrs  ,"3,70,893",2.7,5.1,4.3,71
Deputy Manager ,ATS-Infrastructure,8-16yrs  ,"5,29,413",4.1,6.6,4.3,71
Junior Production Officer ,ATS-Infrastructure,1-3yrs  ,"13,72,154",10.6,16.0,4.3,71
Process Engineer ,ATS-Infrastructure,1-7yrs  ,"12,96,400",9.8,18.0,4.3,71
EHS Officer ,ATS-Infrastructure,1-7yrs  ,"6,62,727",6.1,7.2,4.3,71
Officer ,Holiday-Inn,1-7yrs  ,"2,32,926",10.0,3.8,4.2,71
Junior Officer ,Holiday-Inn,1-5yrs  ,"4,71,663",3.0,5.3,4.2,71
Production Officer ,Holiday-Inn,1-6yrs  ,"3,01,848",1.5,9.3,4.2,71
Executive Production ,Holiday-Inn,5-13yrs  ,"1,43,251",15.0,3.3,4.2,71
QC Officer ,Holiday-Inn,1-6yrs  ,"4,39,000",3.4,5.5,4.2,71
Scientist 1 ,Holiday-Inn,2-6yrs  ,"3,05,000",2.2,4.9,4.2,71
Deputy Manager ,Holiday-Inn,8-16yrs  ,"1,33,261",15.0,2.1,4.2,71
Junior Production Officer ,Holiday-Inn,1-3yrs  ,"3,39,522",2.5,4.3,4.2,71
Process Engineer ,Holiday-Inn,1-7yrs  ,"3,27,391",2.2,4.0,4.2,71
EHS Officer ,Holiday-Inn,1-7yrs  ,"6,58,182",4.4,9.0,4.2,71
Officer ,Apar-Industries,1-7yrs  ,"8,93,588",5.9,13.0,4.5,71
Junior Officer ,Apar-Industries,1-5yrs  ,"3,06,222",1.0,4.8,4.5,71
Production Officer ,Apar-Industries,1-6yrs  ,"5,14,347",3.5,7.0,4.5,71
Executive Production ,Apar-Industries,5-13yrs  ,"6,16,858",4.0,8.0,4.5,71
QC Officer ,Apar-Industries,1-6yrs  ,"5,39,729",4.2,7.2,4.5,71
Scientist 1 ,Apar-Industries,2-6yrs  ,"19,61,719",13.0,30.0,4.5,71
Deputy Manager ,Apar-Industries,8-16yrs  ,"3,16,139",2.2,4.5,4.5,71
Junior Production Officer ,Apar-Industries,1-3yrs  ,"4,14,667",3.0,5.0,4.5,71
Process Engineer ,Apar-Industries,1-7yrs  ,"2,89,655",1.8,4.1,4.5,71
EHS Officer ,Apar-Industries,1-7yrs  ,"3,38,483",1.6,5.0,4.5,71
Officer ,Principal-Global-Services,1-7yrs  ,"5,39,882",2.7,16.2,3.2,71
Junior Officer ,Principal-Global-Services,1-5yrs  ,"4,67,069",2.0,6.0,3.2,71
Production Officer ,Principal-Global-Services,1-6yrs  ,"4,37,472",3.5,7.5,3.2,71
Executive Production ,Principal-Global-Services,5-13yrs  ,"9,50,582",2.9,21.0,3.2,71
QC Officer ,Principal-Global-Services,1-6yrs  ,"10,97,493",7.5,14.0,3.2,71
Scientist 1 ,Principal-Global-Services,2-6yrs  ,"9,99,954",6.0,12.0,3.2,71
Deputy Manager ,Principal-Global-Services,8-16yrs  ,"4,77,903",2.8,6.0,3.2,71
Junior Production Officer ,Principal-Global-Services,1-3yrs  ,"21,10,330",12.4,25.0,3.2,71
Process Engineer ,Principal-Global-Services,1-7yrs  ,"4,51,468",4.0,5.9,3.2,71
EHS Officer ,Principal-Global-Services,1-7yrs  ,"16,71,280",11.8,19.1,3.2,71
Officer ,Microtek-International,1-7yrs  ,"3,58,200",1.8,4.9,2.8,70
Junior Officer ,Microtek-International,1-5yrs  ,"6,81,210",3.5,10.0,2.8,70
Production Officer ,Microtek-International,1-6yrs  ,"4,23,749",2.7,5.5,2.8,70
Executive Production ,Microtek-International,5-13yrs  ,"2,69,337",1.5,6.0,2.8,70
QC Officer ,Microtek-International,1-6yrs  ,"2,49,751",1.6,3.5,2.8,70
Scientist 1 ,Microtek-International,2-6yrs  ,"13,64,090",10.0,20.0,2.8,70
Deputy Manager ,Microtek-International,8-16yrs  ,"3,10,786",2.2,4.8,2.8,70
Junior Production Officer ,Microtek-International,1-3yrs  ,"2,63,354",2.0,3.4,2.8,70
Process Engineer ,Microtek-International,1-7yrs  ,"3,59,348",2.5,5.2,2.8,70
EHS Officer ,Microtek-International,1-7yrs  ,"5,73,409",3.6,7.0,2.8,70
Officer ,Medicover-Hospitals,1-7yrs  ,"2,19,299",13.0,4.5,4.1,70
Junior Officer ,Medicover-Hospitals,1-5yrs  ,"2,80,271",1.4,5.4,4.1,70
Production Officer ,Medicover-Hospitals,1-6yrs  ,"3,98,453",2.4,5.5,4.1,70
Executive Production ,Medicover-Hospitals,5-13yrs  ,"2,39,448",1.8,3.6,4.1,70
QC Officer ,Medicover-Hospitals,1-6yrs  ,"1,72,200",20.0,4.0,4.1,70
Scientist 1 ,Medicover-Hospitals,2-6yrs  ,"5,95,988",4.6,8.1,4.1,70
Deputy Manager ,Medicover-Hospitals,8-16yrs  ,"4,53,885",3.0,7.0,4.1,70
Junior Production Officer ,Medicover-Hospitals,1-3yrs  ,"1,75,500",20.0,2.7,4.1,70
Process Engineer ,Medicover-Hospitals,1-7yrs  ,"7,08,750",5.5,8.8,4.1,70
EHS Officer ,Medicover-Hospitals,1-7yrs  ,"2,66,642",1.0,3.6,4.1,70
Officer ,Orient-Craft,1-7yrs  ,"5,00,413",1.5,7.3,3.7,70
Junior Officer ,Orient-Craft,1-5yrs  ,"7,37,529",4.8,10.8,3.7,70
Production Officer ,Orient-Craft,1-6yrs  ,"3,35,822",1.7,4.6,3.7,70
Executive Production ,Orient-Craft,5-13yrs  ,"4,97,853",3.0,7.5,3.7,70
QC Officer ,Orient-Craft,1-6yrs  ,"2,31,365",1.4,4.1,3.7,70
Scientist 1 ,Orient-Craft,2-6yrs  ,"1,16,115",10.0,2.4,3.7,70
Deputy Manager ,Orient-Craft,8-16yrs  ,"7,21,424",4.2,12.6,3.7,70
Junior Production Officer ,Orient-Craft,1-3yrs  ,"2,03,083",20.0,3.1,3.7,70
Process Engineer ,Orient-Craft,1-7yrs  ,"4,68,750",2.0,8.1,3.7,70
EHS Officer ,Orient-Craft,1-7yrs  ,"8,71,522",6.4,11.3,3.7,70
Officer ,McNally-Bharat-Engineering,1-7yrs  ,"3,70,194",1.5,5.8,3.8,70
Junior Officer ,McNally-Bharat-Engineering,1-5yrs  ,"6,73,002",3.9,9.0,3.8,70
Production Officer ,McNally-Bharat-Engineering,1-6yrs  ,"3,55,342",1.9,5.2,3.8,70
Executive Production ,McNally-Bharat-Engineering,5-13yrs  ,"3,35,265",2.7,5.0,3.8,70
QC Officer ,McNally-Bharat-Engineering,1-6yrs  ,"11,98,547",8.0,24.2,3.8,70
Scientist 1 ,McNally-Bharat-Engineering,2-6yrs  ,"3,33,750",2.2,4.5,3.8,70
Deputy Manager ,McNally-Bharat-Engineering,8-16yrs  ,"3,55,869",2.5,4.6,3.8,70
Junior Production Officer ,McNally-Bharat-Engineering,1-3yrs  ,"8,68,684",6.5,11.0,3.8,70
Process Engineer ,McNally-Bharat-Engineering,1-7yrs  ,"2,86,389",2.4,3.2,3.8,70
EHS Officer ,McNally-Bharat-Engineering,1-7yrs  ,"3,90,556",3.0,5.4,3.8,70
Officer ,Genesys-International-Corporation,1-7yrs  ,"2,95,245",1.4,4.0,3.6,70
Junior Officer ,Genesys-International-Corporation,1-5yrs  ,"2,70,017",1.5,4.0,3.6,70
Production Officer ,Genesys-International-Corporation,1-6yrs  ,"2,14,417",1.8,2.7,3.6,70
Executive Production ,Genesys-International-Corporation,5-13yrs  ,"2,19,626",1.2,3.1,3.6,70
QC Officer ,Genesys-International-Corporation,1-6yrs  ,"2,71,220",1.8,3.2,3.6,70
Scientist 1 ,Genesys-International-Corporation,2-6yrs  ,"4,55,903",2.5,6.0,3.6,70
Deputy Manager ,Genesys-International-Corporation,8-16yrs  ,"3,57,192",2.0,4.7,3.6,70
Junior Production Officer ,Genesys-International-Corporation,1-3yrs  ,"2,75,303",1.8,3.5,3.6,70
Process Engineer ,Genesys-International-Corporation,1-7yrs  ,"4,92,456",3.0,9.5,3.6,70
EHS Officer ,Genesys-International-Corporation,1-7yrs  ,"2,84,841",2.0,3.6,3.6,70
Officer ,Samunnati-Financial-Intermediation-and-Services,1-7yrs  ,"8,28,802",6.5,10.8,4.0,70
Junior Officer ,Samunnati-Financial-Intermediation-and-Services,1-5yrs  ,"5,53,561",3.1,8.0,4.0,70
Production Officer ,Samunnati-Financial-Intermediation-and-Services,1-6yrs  ,"8,67,136",6.0,11.8,4.0,70
Executive Production ,Samunnati-Financial-Intermediation-and-Services,5-13yrs  ,"5,92,059",4.3,7.0,4.0,70
QC Officer ,Samunnati-Financial-Intermediation-and-Services,1-6yrs  ,"3,16,182",2.5,3.8,4.0,70
Scientist 1 ,Samunnati-Financial-Intermediation-and-Services,2-6yrs  ,"5,48,000",55.0,9.0,4.0,70
Deputy Manager ,Samunnati-Financial-Intermediation-and-Services,8-16yrs  ,"10,56,400",6.9,12.5,4.0,70
Junior Production Officer ,Samunnati-Financial-Intermediation-and-Services,1-3yrs  ,"2,74,300",2.0,3.6,4.0,70
Process Engineer ,Samunnati-Financial-Intermediation-and-Services,1-7yrs  ,"8,16,000",6.4,9.0,4.0,70
EHS Officer ,Samunnati-Financial-Intermediation-and-Services,1-7yrs  ,"15,28,857",12.1,19.5,4.0,70
Officer ,MG-Motor,1-7yrs  ,"10,78,079",5.8,15.5,3.9,69
Junior Officer ,MG-Motor,1-5yrs  ,"4,81,783",2.4,6.5,3.9,69
Production Officer ,MG-Motor,1-6yrs  ,"2,90,190",1.0,4.3,3.9,69
Executive Production ,MG-Motor,5-13yrs  ,"6,41,930",6.0,7.0,3.9,69
QC Officer ,MG-Motor,1-6yrs  ,"2,48,490",1.5,4.2,3.9,69
Scientist 1 ,MG-Motor,2-6yrs  ,"3,92,963",2.1,5.3,3.9,69
Deputy Manager ,MG-Motor,8-16yrs  ,"17,14,839",9.6,23.0,3.9,69
Junior Production Officer ,MG-Motor,1-3yrs  ,"3,59,887",1.8,5.9,3.9,69
Process Engineer ,MG-Motor,1-7yrs  ,"6,25,193",2.8,16.0,3.9,69
EHS Officer ,MG-Motor,1-7yrs  ,"3,02,500",1.5,4.5,3.9,69
Officer ,Physicswallah,1-7yrs  ,"4,53,428",3.0,6.5,3.7,69
Junior Officer ,Physicswallah,1-5yrs  ,"12,36,063",4.6,24.0,3.7,69
Production Officer ,Physicswallah,1-6yrs  ,"6,79,816",4.0,10.0,3.7,69
Executive Production ,Physicswallah,5-13yrs  ,"3,68,137",27.8,6.4,3.7,69
QC Officer ,Physicswallah,1-6yrs  ,"2,16,252",1.8,2.5,3.7,69
Scientist 1 ,Physicswallah,2-6yrs  ,"6,52,645",4.4,9.0,3.7,69
Deputy Manager ,Physicswallah,8-16yrs  ,"8,61,400",6.0,12.0,3.7,69
Junior Production Officer ,Physicswallah,1-3yrs  ,"3,71,496",2.4,4.9,3.7,69
Process Engineer ,Physicswallah,1-7yrs  ,"9,98,729",5.3,20.0,3.7,69
EHS Officer ,Physicswallah,1-7yrs  ,"3,00,000",2.6,3.6,3.7,69
Officer ,Akal-Information-Systems,1-7yrs  ,"5,13,552",2.1,8.0,3.0,69
Junior Officer ,Akal-Information-Systems,1-5yrs  ,"6,60,644",4.1,9.0,3.0,69
Production Officer ,Akal-Information-Systems,1-6yrs  ,"6,51,271",3.6,10.4,3.0,69
Executive Production ,Akal-Information-Systems,5-13yrs  ,"3,05,046",2.1,4.2,3.0,69
QC Officer ,Akal-Information-Systems,1-6yrs  ,"3,86,413",2.0,5.3,3.0,69
Scientist 1 ,Akal-Information-Systems,2-6yrs  ,"7,53,411",4.8,11.8,3.0,69
Deputy Manager ,Akal-Information-Systems,8-16yrs  ,"3,82,517",2.0,6.2,3.0,69
Junior Production Officer ,Akal-Information-Systems,1-3yrs  ,"2,87,845",2.3,3.5,3.0,69
Process Engineer ,Akal-Information-Systems,1-7yrs  ,"3,20,557",2.2,4.6,3.0,69
EHS Officer ,Akal-Information-Systems,1-7yrs  ,"2,33,393",1.2,3.5,3.0,69
Officer ,Centum-Learning,1-7yrs  ,"5,35,962",3.2,8.5,1.6,69
Junior Officer ,Centum-Learning,1-5yrs  ,"11,25,649",7.2,15.0,1.6,69
Production Officer ,Centum-Learning,1-6yrs  ,"5,04,990",3.0,7.2,1.6,69
Executive Production ,Centum-Learning,5-13yrs  ,"2,43,925",1.8,3.6,1.6,69
QC Officer ,Centum-Learning,1-6yrs  ,"3,77,033",1.1,5.0,1.6,69
Scientist 1 ,Centum-Learning,2-6yrs  ,"3,00,214",1.1,3.8,1.6,69
Deputy Manager ,Centum-Learning,8-16yrs  ,"2,46,296",1.6,3.2,1.6,69
Junior Production Officer ,Centum-Learning,1-3yrs  ,"5,68,846",4.1,7.5,1.6,69
Process Engineer ,Centum-Learning,1-7yrs  ,"15,41,243",9.7,18.0,1.6,69
EHS Officer ,Centum-Learning,1-7yrs  ,"2,41,739",1.9,3.5,1.6,69
Officer ,Credence-Resource-Management,1-7yrs  ,"3,63,603",1.6,5.3,3.2,69
Junior Officer ,Credence-Resource-Management,1-5yrs  ,"3,04,698",1.8,5.0,3.2,69
Production Officer ,Credence-Resource-Management,1-6yrs  ,"6,37,473",3.6,9.2,3.2,69
Executive Production ,Credence-Resource-Management,5-13yrs  ,"6,18,625",4.1,7.8,3.2,69
QC Officer ,Credence-Resource-Management,1-6yrs  ,"3,09,152",2.1,4.5,3.2,69
Scientist 1 ,Credence-Resource-Management,2-6yrs  ,"2,79,221",1.4,4.0,3.2,69
Deputy Manager ,Credence-Resource-Management,8-16yrs  ,"3,00,689",1.7,4.2,3.2,69
Junior Production Officer ,Credence-Resource-Management,1-3yrs  ,"5,28,239",2.8,6.3,3.2,69
Process Engineer ,Credence-Resource-Management,1-7yrs  ,"4,24,618",2.8,6.0,3.2,69
EHS Officer ,Credence-Resource-Management,1-7yrs  ,"4,09,985",3.0,4.6,3.2,69
Officer ,HBL-Power-Systems,1-7yrs  ,"4,45,876",2.5,7.2,3.6,69
Junior Officer ,HBL-Power-Systems,1-5yrs  ,"2,93,780",1.2,6.0,3.6,69
Production Officer ,HBL-Power-Systems,1-6yrs  ,"2,68,700",1.8,3.8,3.6,69
Executive Production ,HBL-Power-Systems,5-13yrs  ,"4,36,706",2.0,6.4,3.6,69
QC Officer ,HBL-Power-Systems,1-6yrs  ,"2,81,560",1.8,3.6,3.6,69
Scientist 1 ,HBL-Power-Systems,2-6yrs  ,"2,28,571",20.0,3.3,3.6,69
Deputy Manager ,HBL-Power-Systems,8-16yrs  ,"7,74,100",6.3,8.5,3.6,69
Junior Production Officer ,HBL-Power-Systems,1-3yrs  ,"6,84,750",4.0,12.0,3.6,69
Process Engineer ,HBL-Power-Systems,1-7yrs  ,"2,80,750",2.0,3.6,3.6,69
EHS Officer ,HBL-Power-Systems,1-7yrs  ,"2,42,222",2.0,3.0,3.6,69
Officer ,United-Colors-of-Benetton,1-7yrs  ,"2,40,652",1.0,3.5,4.1,68
Junior Officer ,United-Colors-of-Benetton,1-5yrs  ,"4,52,540",2.2,7.0,4.1,68
Production Officer ,United-Colors-of-Benetton,1-6yrs  ,"3,32,006",1.8,4.4,4.1,68
Executive Production ,United-Colors-of-Benetton,5-13yrs  ,"4,40,509",2.0,6.5,4.1,68
QC Officer ,United-Colors-of-Benetton,1-6yrs  ,"3,63,935",1.5,5.4,4.1,68
Scientist 1 ,United-Colors-of-Benetton,2-6yrs  ,"3,44,414",1.1,6.1,4.1,68
Deputy Manager ,United-Colors-of-Benetton,8-16yrs  ,"2,28,868",1.1,4.3,4.1,68
Junior Production Officer ,United-Colors-of-Benetton,1-3yrs  ,"14,65,952",6.0,20.4,4.1,68
Process Engineer ,United-Colors-of-Benetton,1-7yrs  ,"3,36,071",1.8,5.1,4.1,68
EHS Officer ,United-Colors-of-Benetton,1-7yrs  ,"24,92,143",19.0,28.0,4.1,68
Officer ,My-Home-Industries,1-7yrs  ,"4,12,835",2.5,6.0,3.9,68
Junior Officer ,My-Home-Industries,1-5yrs  ,"4,87,808",2.8,7.3,3.9,68
Production Officer ,My-Home-Industries,1-6yrs  ,"5,09,889",2.5,7.6,3.9,68
Executive Production ,My-Home-Industries,5-13yrs  ,"6,01,446",4.1,8.1,3.9,68
QC Officer ,My-Home-Industries,1-6yrs  ,"9,18,023",6.0,12.0,3.9,68
Scientist 1 ,My-Home-Industries,2-6yrs  ,"3,80,484",3.0,5.1,3.9,68
Deputy Manager ,My-Home-Industries,8-16yrs  ,"3,56,228",2.4,5.5,3.9,68
Junior Production Officer ,My-Home-Industries,1-3yrs  ,"3,66,682",3.0,4.6,3.9,68
Process Engineer ,My-Home-Industries,1-7yrs  ,"4,99,231",3.6,6.0,3.9,68
EHS Officer ,My-Home-Industries,1-7yrs  ,"2,75,769",2.0,4.0,3.9,68
Officer ,Jubilant-Generics,1-7yrs  ,"3,52,491",1.8,5.3,4.3,68
Junior Officer ,Jubilant-Generics,1-5yrs  ,"7,20,352",4.0,10.3,4.3,68
Production Officer ,Jubilant-Generics,1-6yrs  ,"4,04,397",2.1,6.2,4.3,68
Executive Production ,Jubilant-Generics,5-13yrs  ,"14,01,122",8.5,18.0,4.3,68
QC Officer ,Jubilant-Generics,1-6yrs  ,"3,61,080",2.1,5.3,4.3,68
Scientist 1 ,Jubilant-Generics,2-6yrs  ,"3,01,889",2.1,4.8,4.3,68
Deputy Manager ,Jubilant-Generics,8-16yrs  ,"12,85,683",9.6,15.4,4.3,68
Junior Production Officer ,Jubilant-Generics,1-3yrs  ,"3,58,655",2.0,5.1,4.3,68
Process Engineer ,Jubilant-Generics,1-7yrs  ,"5,69,630",3.8,6.4,4.3,68
EHS Officer ,Jubilant-Generics,1-7yrs  ,"4,49,766",3.6,5.8,4.3,68
Officer ,Teamware-Solutions,1-7yrs  ,"2,54,893",1.5,3.8,4.1,68
Junior Officer ,Teamware-Solutions,1-5yrs  ,"6,40,831",2.8,8.5,4.1,68
Production Officer ,Teamware-Solutions,1-6yrs  ,"5,89,144",3.2,9.5,4.1,68
Executive Production ,Teamware-Solutions,5-13yrs  ,"2,61,261",1.5,3.5,4.1,68
QC Officer ,Teamware-Solutions,1-6yrs  ,"6,55,654",4.0,12.5,4.1,68
Scientist 1 ,Teamware-Solutions,2-6yrs  ,"2,97,646",2.0,3.7,4.1,68
Deputy Manager ,Teamware-Solutions,8-16yrs  ,"5,68,115",4.5,7.5,4.1,68
Junior Production Officer ,Teamware-Solutions,1-3yrs  ,"2,62,502",1.7,3.3,4.1,68
Process Engineer ,Teamware-Solutions,1-7yrs  ,"7,63,765",5.4,10.7,4.1,68
EHS Officer ,Teamware-Solutions,1-7yrs  ,"5,51,984",2.1,6.1,4.1,68
Officer ,DP-World,1-7yrs  ,"4,26,949",2.0,9.0,4.3,68
Junior Officer ,DP-World,1-5yrs  ,"47,47,362",33.0,60.0,4.3,68
Production Officer ,DP-World,1-6yrs  ,"4,12,372",2.5,6.4,4.3,68
Executive Production ,DP-World,5-13yrs  ,"28,38,512",15.0,43.0,4.3,68
QC Officer ,DP-World,1-6yrs  ,"25,18,696",19.7,30.0,4.3,68
Scientist 1 ,DP-World,2-6yrs  ,"3,05,218",2.0,5.2,4.3,68
Deputy Manager ,DP-World,8-16yrs  ,"34,74,286",22.0,54.0,4.3,68
Junior Production Officer ,DP-World,1-3yrs  ,"4,48,478",2.6,8.0,4.3,68
Process Engineer ,DP-World,1-7yrs  ,"5,06,750",2.3,12.0,4.3,68
EHS Officer ,DP-World,1-7yrs  ,"5,80,000",2.2,14.2,4.3,68
Officer ,Yatra,1-7yrs  ,"5,23,859",3.0,7.6,4.0,68
Junior Officer ,Yatra,1-5yrs  ,"3,78,281",1.2,5.7,4.0,68
Production Officer ,Yatra,1-6yrs  ,"5,80,341",3.0,9.0,4.0,68
Executive Production ,Yatra,5-13yrs  ,"7,74,151",5.0,14.0,4.0,68
